Urutan,Nama Iklan,Status,Kode Produk,Mode Bidding,Penempatan Iklan,Tanggal Mulai,Tanggal Selesai,Dilihat,Jumlah Klik,Persentase Klik,Konversi,Konversi Langsung,Tingkat konversi,Tingkat Konversi Langsung,Biaya per Konversi,Biaya per Konversi Langsung,Produk Terjual,Terjual Langsung,Omzet Penjualan,Penjualan Langsung (GMV Langsung),Biaya,Efektifitas Iklan,Efektivitas Langsung,Persentase Biaya Iklan terhadap Penjualan dari Iklan (ACOS),Persentase Biaya Iklan terhadap Penjualan dari Iklan Langsung (ACOS Langsung)
1,Kemeja Pria Lengan Panjang Bahan Oxford Premium Slimfit Bordir Logo Kuda - Kualitas Ekspor [3],Berjalan,56702316348,GMV Max ROAS,Semua Penempatan,18/12/2025 00:00:00,Tidak Terbatas,677,12,1.77%,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,5261,0.00,0.00,0.00%,0.00%
